#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord      ---- domain strat stats ----- 
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc   q-value local FDR  FDR|lFDR description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- --------- --------- --------- ---------------------
DUF3791              PF12668.7     60 PF3D7_0820200        -            661   1.5e-06   14.5   0.0   1   1   6.6e-06   6.6e-06   12.5   0.0    19    59   428   469   424   469 0.90     0.036      0.12     0.004 Protein of unknown function (DUF3791)
HSA                  PF07529.13    71 PF3D7_0820000        -           2082   8.9e-09   21.9   4.1   1   1   8.9e-09   8.9e-09   21.9   4.1    10    68    77   135    72   138 0.95   4.8e-05         1         1 HSA
SNF2_N               PF00176.23   350 PF3D7_0820000        -           2082   1.1e-65  207.7   2.1   1   1   1.1e-65   1.1e-65  207.7   2.1    51   349   676   951   664   952 0.88   1.5e-62   3.8e-60   1.2e-62 SNF2 family N-terminal domain
Helicase_C           PF00271.31   111 PF3D7_0820000        -           2082   1.6e-26   79.1   0.1   1   1     8e-26     8e-26   76.9   0.1     2   111  1769  1881  1768  1881 0.92   2.1e-23   2.8e-22   1.6e-24 Helicase conserved C-terminal domain
Sod_Fe_N             PF00081.22    82 PF3D7_0814900        -            198   2.4e-33  100.8   1.5   1   1   2.4e-33   2.4e-33  100.8   1.5     3    81     4    81     3    82 0.97   1.3e-29   7.1e-22   4.9e-24 Iron/manganese superoxide dismutases, alpha-hairpin domain
Sod_Fe_C             PF02777.18   102 PF3D7_0814900        -            198   2.7e-44  135.8   0.6   1   1   2.7e-44   2.7e-44  135.8   0.6     1   101    89   190    89   191 0.97   1.5e-40   2.7e-35   1.2e-37 Iron/manganese superoxide dismutases, C-terminal domain
JmjN                 PF02375.17    34 PF3D7_0809900        -           1259   2.6e-09   23.3   0.1   1   1   1.1e-08   1.1e-08   21.3   0.1     5    34   308   337   304   337 0.95     6e-05         1         1 jmjN domain
JmjC                 PF02373.22   114 PF3D7_0809900        -           1259   6.2e-32   96.7  18.3   1   2   3.9e-21   3.9e-21   61.9   0.6     1    60   693   752   693   760 0.90   2.1e-17   2.5e-12   2.1e-14 JmjC domain, hydroxylase
JmjC                 PF02373.22   114 PF3D7_0809900        -           1259   6.2e-32   96.7  18.3   2   2   4.6e-16   4.6e-16   45.6   0.7    16   113   858   955   852   956 0.79   1.3e-12         1         1 JmjC domain, hydroxylase
zf-C5HC2             PF02928.16    54 PF3D7_0809900        -           1259   5.1e-14   38.8   9.5   1   1   1.7e-13   1.7e-13   37.1   9.5     1    53  1082  1131  1082  1132 0.96   9.2e-10         1         1 C5HC2 zinc finger
NTS                  PF15447.6     37 PF3D7_0800100        -           2120   5.6e-15   41.9   1.5   1   1   5.6e-15   5.6e-15   41.9   1.5     1    37    17    53    17    53 0.98   6.1e-13   7.1e-12   1.1e-13 N-terminal segments of PfEMP1
Duffy_binding        PF05424.11   182 PF3D7_0800100        -           2120   2.2e-96  307.3   5.5   1   2   3.7e-49   3.7e-49  153.4   0.3     2   154   117   273   116   289 0.95   2.4e-47   1.4e-46   3.7e-48 Duffy binding domain
Rox3                 PF08633.10   205 PF3D7_0800100        -           2120   6.7e-06   12.6   5.1   1   1   3.4e-06   3.4e-06   13.6   0.7    89   182   318   424   309   437 0.73     0.018         1         1 Rox3 mediator complex subunit
PFEMP                PF03011.15   160 PF3D7_0800100        -           2120     2e-72  229.2  48.3   2   4   1.5e-41   1.5e-41  128.9  23.5     1   158   584   729   584   731 0.88   2.9e-39   4.5e-38   5.2e-40 PFEMP DBL domain
Duffy_binding        PF05424.11   182 PF3D7_0800100        -           2120   2.2e-96  307.3   5.5   2   2   3.6e-53   3.6e-53  166.5   0.9     2   175   885  1080   884  1116 0.88   5.2e-51   1.3e-49   1.2e-51 Duffy binding domain
PFEMP                PF03011.15   160 PF3D7_0800100        -           2120     2e-72  229.2  48.3   3   4   3.1e-07   3.1e-07   17.4   1.7    35    77  1203  1246  1198  1272 0.77   1.4e-05   0.00052   1.9e-05 PFEMP DBL domain
CIDR1_gamma          PF18562.1     53 PF3D7_0800100        -           2120   6.2e-20   57.4   7.8   1   1   6.2e-20   6.2e-20   57.4   0.8     1    53  1335  1386  1335  1386 0.98   2.4e-17   4.8e-16   5.2e-18 Cysteine-Rich Interdomain Region 1 gamma
PFEMP                PF03011.15   160 PF3D7_0800100        -           2120     2e-72  229.2  48.3   4   4   3.4e-37   3.4e-37  114.8   7.6     1   158  1402  1539  1402  1541 0.94   2.9e-35   1.3e-33   3.3e-36 PFEMP DBL domain
ATS                  PF15445.6    446 PF3D7_0800100        -           2120  1.2e-212  693.1  40.4   1   1  1.2e-212  1.2e-212  693.1  40.4     1   446  1650  2120  1650  2120 0.94  1.4e-210  2.1e-207  7.7e-209 acidic terminal segments, variant surface antigen of PfEMP1
GATase               PF00117.28   190 PF3D7_1012600        -            555   1.3e-35  109.1   0.1   1   1   3.2e-35   3.2e-35  107.7   0.1     2   188    11   226    10   228 0.84   5.8e-32   1.2e-21   9.4e-24 Glutamine amidotransferase class-I
DUF3657              PF12394.8     66 PF3D7_1012600        -            555   2.1e-05   11.4   0.4   1   1   5.7e-05   5.7e-05   10.0   0.4     2    46   216   256   215   259 0.91      0.31         1         1 Protein FAM135
NAD_synthase         PF02540.17   242 PF3D7_1012600        -            555   8.2e-15   40.6   0.0   1   2   2.7e-09   2.7e-09   22.6   0.0    14    84   250   316   238   346 0.75   7.3e-06    0.0041   0.00014 NAD synthase
NAD_synthase         PF02540.17   242 PF3D7_1012600        -            555   8.2e-15   40.6   0.0   2   2   7.5e-07   7.5e-07   14.6   0.0   148   177   403   432   401   468 0.88    0.0014         1         1 NAD synthase
GMP_synt_C           PF00958.22    92 PF3D7_1012600        -            555   1.7e-44  136.1   0.0   1   1   3.4e-44   3.4e-44  135.2   0.0     2    92   464   554   463   554 0.98   1.8e-40         1         1 GMP synthase C terminal domain
Hist_deacetyl        PF00850.19   307 PF3D7_1008000        -           2379   1.3e-79  253.9   4.4   1   3   5.6e-11   5.6e-11   28.5   0.1     1   109   528   628   528   637 0.82   6.1e-08         1         1 Histone deacetylase domain
Hist_deacetyl        PF00850.19   307 PF3D7_1008000        -           2379   1.3e-79  253.9   4.4   2   3   9.1e-37   9.1e-37  113.2   2.1    40   188   893  1036   843  1068 0.77   1.7e-33   9.3e-32   1.6e-34 Histone deacetylase domain
Hist_deacetyl        PF00850.19   307 PF3D7_1008000        -           2379   1.3e-79  253.9   4.4   3   3   1.8e-35   1.8e-35  109.0   0.0   186   307  1164  1287  1158  1287 0.96   2.4e-32     3e-07   3.6e-09 Histone deacetylase domain
IPK                  PF03770.16   197 PF3D7_1008000        -           2379   3.3e-40  124.2   5.5   1   1   3.3e-40   3.3e-40  124.2   5.5     2   196  2090  2357  2089  2358 0.96     9e-37   1.7e-11   2.2e-13 Inositol polyphosphate kinase
TryThrA_C            PF12319.8    216 PF3D7_1002200        -            979   1.9e-43  134.6  86.2   1   1   1.9e-43   1.9e-43  134.6  86.2     1   215   759   973   759   974 0.98   3.4e-40         1         1 Tryptophan-Threonine-rich plasmodium antigen C terminal
PTR                  PF12789.7     60 PF3D7_1001000        -            231   7.5e-06   12.3   0.2   1   1   7.5e-06   7.5e-06   12.3   0.2     8    43    24    59    21    79 0.83     0.041         1         1 Phage tail repeat like
RFC1                 PF08519.12   157 PF3D7_1001000        -            231   9.8e-05    8.7   7.2   1   1   5.9e-05   5.9e-05    9.5   5.3    53   146   101   197    87   202 0.83      0.08         1         1 Replication factor RFC1 C terminal domain
NTS                  PF15447.6     37 PF3D7_1000100        -           2241   1.3e-17   50.4   0.1   1   1   7.9e-17   7.9e-17   47.9   0.1     1    35    18    51    18    53 0.95   1.1e-14   1.3e-13   1.3e-15 N-terminal segments of PfEMP1
Duffy_binding        PF05424.11   182 PF3D7_1000100        -           2241   8.2e-94  298.9  18.8   1   2   4.1e-45   4.1e-45  140.2   0.3     1   162   120   268   120   313 0.86   1.9e-43   2.9e-41   2.4e-43 Duffy binding domain
PFEMP                PF03011.15   160 PF3D7_1000100        -           2241   8.9e-61  191.4  45.9   1   2   9.3e-39   9.3e-39  119.8  19.1     1   159   634   807   634   808 0.81     1e-36   1.1e-35   9.7e-38 PFEMP DBL domain
Duffy_binding        PF05424.11   182 PF3D7_1000100        -           2241   8.2e-94  298.9  18.8   2   2   1.1e-52   1.1e-52  164.9   0.0     2   170   947  1210   946  1258 0.85   1.5e-50   1.3e-49   1.2e-51 Duffy binding domain
CIDR1_gamma          PF18562.1     53 PF3D7_1000100        -           2241   3.8e-25   74.1   1.0   1   1   3.8e-25   3.8e-25   74.1   1.0     1    53  1465  1522  1465  1522 0.98   2.1e-22   6.1e-21   2.6e-23 Cysteine-Rich Interdomain Region 1 gamma
PFEMP                PF03011.15   160 PF3D7_1000100        -           2241   8.9e-61  191.4  45.9   2   2   6.6e-29   6.6e-29   87.8  18.8     1   158  1537  1682  1537  1684 0.90   3.8e-27   1.1e-25   7.8e-28 PFEMP DBL domain
ATS                  PF15445.6    446 PF3D7_1000100        -           2241  7.7e-224  730.1  45.5   1   1  7.7e-224  7.7e-224  730.1  45.5     1   446  1783  2241  1783  2241 0.98  1.4e-221  1.4e-220  1.3e-221 acidic terminal segments, variant surface antigen of PfEMP1
RIFIN                PF02009.16   321 PF3D7_1255100        -            350  2.6e-121  391.5  21.5   1   1  6.6e-121  6.6e-121  390.1  21.5     1   321    34   350    34   350 0.88  4.5e-119  8.8e-118  1.9e-119 Rifin
RIFIN                PF02009.16   321 PF3D7_1253700        -            375   6.1e-98  314.7  11.4   1   1   7.3e-98   7.3e-98  314.4  11.4     2   320    48   363    47   364 0.92   3.3e-96   4.2e-94   1.5e-96 Rifin
ArfGap               PF01412.18   117 PF3D7_1244600        -            332   3.7e-37  113.3   0.2   1   1   3.7e-37   3.7e-37  113.3   0.2     4    92     9    98     6   116 0.85   6.7e-34   9.8e-30   6.4e-32 Putative GTPase activating protein for Arf
DUF1666              PF07891.12   246 PF3D7_1244600        -            332   2.8e-05   10.0   0.7   1   1   8.2e-05   8.2e-05    8.5   0.5    91   181   142   231   134   271 0.65      0.45         1         1 Protein of unknown function (DUF1666)
GDI                  PF00996.18   436 PF3D7_1242800        -            459  4.2e-232  756.3   1.8   1   1  4.8e-232  4.8e-232  756.1   1.8     1   435     1   448     1   449 0.99  2.6e-228     2e-06   2.4e-08 GDP dissociation inhibitor
NTS                  PF15447.6     37 PF3D7_1240300        -           2646   1.7e-18   53.2   0.4   1   1   1.7e-18   1.7e-18   53.2   0.4     1    37    18    53    18    53 0.99   3.4e-16   1.8e-15   2.1e-17 N-terminal segments of PfEMP1
Duffy_binding        PF05424.11   182 PF3D7_1240300        -           2646  8.1e-141  452.1  40.9   1   3   3.8e-49   3.8e-49  153.4   1.1     1   162   119   272   119   309 0.88   2.5e-47   1.4e-46   3.7e-48 Duffy binding domain
CIDR1_gamma          PF18562.1     53 PF3D7_1240300        -           2646   1.5e-14   40.2  18.6   1   2   4.3e-05   4.3e-05    9.9   4.7     1    44   520   563   520   566 0.94    0.0037     0.092    0.0029 Cysteine-Rich Interdomain Region 1 gamma
PFEMP                PF03011.15   160 PF3D7_1240300        -           2646   2.2e-72  229.2  40.6   1   2   7.5e-40   7.5e-40  123.4  15.1     1   158   603   745   603   747 0.86   9.3e-38   1.1e-36     9e-39 PFEMP DBL domain
Duffy_binding        PF05424.11   182 PF3D7_1240300        -           2646  8.1e-141  452.1  40.9   2   3     3e-46     3e-46  143.9   5.2     2   158   854  1011   853  1037 0.89   1.5e-44   4.9e-43   2.7e-45 Duffy binding domain
Duffy_binding        PF05424.11   182 PF3D7_1240300        -           2646  8.1e-141  452.1  40.9   3   3     4e-57     4e-57  179.3   0.0     2   181  1364  1615  1363  1616 0.89     2e-54   1.1e-53   5.4e-56 Duffy binding domain
CIDR1_gamma          PF18562.1     53 PF3D7_1240300        -           2646   1.5e-14   40.2  18.6   2   2   9.5e-14   9.5e-14   37.6   0.5     5    51  1856  1901  1854  1902 0.96   1.2e-11   7.8e-11   9.1e-13 Cysteine-Rich Interdomain Region 1 gamma
PFEMP                PF03011.15   160 PF3D7_1240300        -           2646   2.2e-72  229.2  40.6   2   2   1.7e-39   1.7e-39  122.2  17.6     1   156  1922  2061  1922  2065 0.94     2e-37   1.1e-35   9.7e-38 PFEMP DBL domain
ATS                  PF15445.6    446 PF3D7_1240300        -           2646  5.9e-238  776.6  41.2   1   1  5.9e-238  5.9e-238  776.6  41.2     1   446  2168  2646  2168  2646 0.99  3.2e-234  8.3e-233  1.9e-233 acidic terminal segments, variant surface antigen of PfEMP1
ETRAMP               PF09716.10    83 PF3D7_1240100        -            105   2.6e-25   74.6   3.6   1   1   3.1e-25   3.1e-25   74.4   3.6     1    82     1    81     1    82 0.98   1.7e-21   1.1e-20   6.1e-23 Malarial early transcribed membrane protein (ETRAMP)
PH                   PF00169.29   105 PF3D7_1238900        -            509   4.3e-06   13.5   0.1   1   1   1.8e-05   1.8e-05   11.5   0.1    27    94    35    91    20    97 0.82    0.0098       0.3    0.0088 PH domain
Pkinase              PF00069.25   264 PF3D7_1238900        -            509   6.4e-79  251.1   0.1   1   1   1.2e-78   1.2e-78  250.2   0.1     1   264   111   364   111   364 0.97   7.3e-76   8.2e-75   2.2e-77 Protein kinase domain
A2L_zn_ribbon        PF08792.10    33 PF3D7_1238900        -            509   3.4e-05    9.9   2.9   1   1   9.4e-05   9.4e-05    8.5   2.9     2    23   393   413   392   413 0.90      0.26         1         1 A2L zinc ribbon domain
AMP-binding          PF00501.28   423 PF3D7_1238800        -            792   5.1e-81  258.4   0.0   1   1   2.1e-79   2.1e-79  253.1   0.0    13   422   105   656    94   657 0.87   5.7e-76   4.7e-66   6.3e-69 AMP-binding enzyme
zf-RING_4            PF14570.6     48 PF3D7_1235300        -           1662   4.9e-23   67.0  12.8   1   1   1.3e-22   1.3e-22   65.7  12.8     1    48   125   172   125   172 0.99   7.1e-19         1         1 RING/Ubox like zinc-binding domain
Nup35_RRM_2          PF14605.6     53 PF3D7_1235300        -           1662   1.3e-06   14.6   0.4   1   1   1.3e-05   1.3e-05   11.5   0.1     4    52   343   405   340   406 0.84     0.071         1         1 Nup53/35/40-type RNA recognition motif
PqqD                 PF05402.12    67 PF3D7_1235300        -           1662   1.9e-05   11.2   0.1   1   1     7e-05     7e-05    9.4   0.1    14    61  1366  1412  1354  1415 0.80      0.38         1         1 Coenzyme PQQ synthesis protein D (PqqD)
Fig1                 PF12351.8    188 PF3D7_1235200        -           1057   2.5e-05   10.4   5.0   1   1   4.9e-05   4.9e-05    9.5   0.4    48   135    40   122    18   126 0.69      0.26      0.26    0.0084 Ca2+ regulator and membrane fusion protein Fig1
H_PPase              PF03030.16   650 PF3D7_1235200        -           1057    2e-275  901.5  13.1   1   1  2.9e-275  2.9e-275  900.9  13.1     2   650   110  1043   109  1043 0.97  1.6e-271  2.4e-244  1.1e-264 Inorganic H+ pyrophosphatase
Pyr_redox_2          PF07992.14   294 PF3D7_1232200        -            512   2.7e-58  183.6   0.6   1   1   3.5e-58   3.5e-58  183.2   0.6     1   294    25   367    25   367 0.88   3.8e-55   1.4e-48   1.7e-50 Pyridine nucleotide-disulphide oxidoreductase
Pyr_redox_dim        PF02852.22   110 PF3D7_1232200        -            512   2.1e-32   98.0   0.0   1   1   5.3e-32   5.3e-32   96.7   0.0     1   109   393   501   393   502 0.99   9.6e-29   4.8e-24   2.3e-26 Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
Proteasome           PF00227.26   190 PF3D7_1230400        -            207   2.2e-29   88.4   0.4   1   1   1.8e-28   1.8e-28   85.5   0.3     2   188    35   205    34   207 0.90   7.5e-26   4.8e-20   2.4e-22 Proteasome subunit
Porin_1              PF00267.21   340 PF3D7_1222700        -            204   2.4e-05    9.9   0.2   1   1   3.2e-05   3.2e-05    9.5   0.2   140   199    80   137    77   170 0.76      0.17         1         1 Gram-negative porin
RANK_CRD_2           PF18278.1     41 PF3D7_1222700        -            204   4.4e-05    9.9   2.1   1   1   7.1e-05   7.1e-05    9.3   2.1    17    40   169   193   160   194 0.81      0.39         1         1 Receptor activator of the NF-KB cysteine-rich repeat domain 2
PHD                  PF00628.29    52 PF3D7_1221000        -           2329   4.8e-11   28.7  10.2   1   1   4.8e-11   4.8e-11   28.7  10.2     2    50  1199  1247  1198  1248 0.85   6.5e-08   2.1e-07   2.4e-09 PHD-finger
Cornifin             PF02389.15   135 PF3D7_1221000        -           2329   3.7e-06   13.4   0.0   1   1   7.8e-06   7.8e-06   12.3   0.0    28   125  2048  2133  2026  2147 0.46    0.0053     0.079    0.0025 Cornifin (SPRR) family
TUDOR_5              PF18359.1     53 PF3D7_1221000        -           2329   2.5e-06   13.5   0.0   1   1     1e-05     1e-05   11.5   0.0    10    50  2173  2213  2169  2215 0.85     0.027      0.45    0.0092 Histone methyltransferase Tudor domain 1
NTS                  PF15447.6     37 PF3D7_1219300        -           2256   5.1e-19   54.9   3.6   1   1   5.1e-19   5.1e-19   54.9   3.6     1    37    13    48    13    48 0.98   1.3e-16   6.1e-16   6.7e-18 N-terminal segments of PfEMP1
Duffy_binding        PF05424.11   182 PF3D7_1219300        -           2256   5.3e-99  315.8  19.1   1   2   1.8e-49   1.8e-49  154.4   0.3     1   159   114   276   114   314 0.86   1.3e-47   1.4e-46   3.7e-48 Duffy binding domain
